tatort	tatort_cleaned	tatort_coding	lat	lon
Am Schürmannshütt, Geg.Mazda Schnickers	Am Schürmannshütt, Geg.Mazda Schnickers	Am Schürmannshütt, Geg.Mazda Schnickers, Moers, Deutschland	51.45532	6.61659
Am Schürmannshütt, Gegenüber Lauff	Am Schürmannshütt, Lauff	Am Schürmannshütt, Lauff, Moers, Deutschland	51.45532	6.61659
Am Schürmannshütt, Hyundai	Am Schürmannshütt, Hyundai	Am Schürmannshütt, Hyundai, Moers, Deutschland	51.45532	6.61659
Am Schürmannshütt, PORSCHEZENTRUM	Am Schürmannshütt, PORSCHEZENTRUM	Am Schürmannshütt, PORSCHEZENTRUM, Moers, Deutschland	51.45532	6.61659
Am Schürmannshütt, Tüv Nord	Am Schürmannshütt, Tüv Nord	Am Schürmannshütt, Tüv Nord, Moers, Deutschland	51.45532	6.61659
Am Sportzentrum in Höhe von Haus-Nr. 5, Enny Sportpark	Am Sportzentrum 5, Enny Sportpark	Am Sportzentrum 5, Enny Sportpark, Moers, Deutschland	51.48159	6.60995
Am Sportzentrum, Enny Sportpark	Am Sportzentrum, Enny Sportpark	Am Sportzentrum, Enny Sportpark, Moers, Deutschland	51.43798	6.65769
Am Sportzentrum, Enny Sportpark Eingang	Am Sportzentrum, Enny Sportpark Eingang	Am Sportzentrum, Enny Sportpark Eingang, Moers, Deutschland	51.43798	6.65769
Am Sportzentrum, Parkplatz	Am Sportzentrum, Parkplatz	Am Sportzentrum, Parkplatz, Moers, Deutschland	51.48266	6.60994
Am Utforter Graben 11	Am Utforter Graben 11	Am Utforter Graben 11, Moers, Deutschland	51.47725	6.62239
Am Utforter Graben 8	Am Utforter Graben 8	Am Utforter Graben 8, Moers, Deutschland	51.47703	6.62222
Am Viegenhof 30	Am Viegenhof 30	Am Viegenhof 30, Moers, Deutschland	51.48743	6.61455
Am Viegenhof 30, Giebel	Am Viegenhof 30, Giebel	Am Viegenhof 30, Giebel, Moers, Deutschland	51.48743	6.61455
Am Viegenhof 30, Neben Parkfl.	Am Viegenhof 30, Neben Parkfl.	Am Viegenhof 30, Neben Parkfl., Moers, Deutschland	51.48743	6.61455
Am Viegenhof 32	Am Viegenhof 32	Am Viegenhof 32, Moers, Deutschland	51.48733	6.61422
Am Viegenhof 32, Giebel	Am Viegenhof 32, Giebel	Am Viegenhof 32, Giebel, Moers, Deutschland	51.48733	6.61422
Am Viegenhof 32, Neben Parkfl.	Am Viegenhof 32, Neben Parkfl.	Am Viegenhof 32, Neben Parkfl., Moers, Deutschland	51.48733	6.61422
Am Viegenhof 47	Am Viegenhof 47	Am Viegenhof 47, Moers, Deutschland	51.48715	6.61457
Am Viegenhof 9	Am Viegenhof 9	Am Viegenhof 9, Moers, Deutschland	51.4866	6.6159
Am Viegenhof ggü. Haus-Nr. 27	Am Viegenhof 27	Am Viegenhof 27, Moers, Deutschland	51.48735	6.61514
Am Viegenhof ggü. Haus-Nr. 33, Neben Parkfl.	Am Viegenhof 33, Neben Parkfl.	Am Viegenhof 33, Neben Parkfl., Moers, Deutschland	51.48731	6.61479
Am Viegenhof in Höhe von Haus-Nr. 30, Giebel	Am Viegenhof 30, Giebel	Am Viegenhof 30, Giebel, Moers, Deutschland	51.48743	6.61455
Am Viegenhof in Höhe von Haus-Nr. 32, Neben Parkfl.	Am Viegenhof 32, Neben Parkfl.	Am Viegenhof 32, Neben Parkfl., Moers, Deutschland	51.48733	6.61422
Am Viegenhof neben Haus-Nr. 30, Giebel	Am Viegenhof 30, Giebel	Am Viegenhof 30, Giebel, Moers, Deutschland	51.48743	6.61455
Am Wolfsberg 13	Am Wolfsberg 13	Am Wolfsberg 13, Moers, Deutschland	51.45907	6.65201
Am Wolfsberg 2	Am Wolfsberg 2	Am Wolfsberg 2, Moers, Deutschland	51.45976	6.65107
Am Wolfsberg 21	Am Wolfsberg 21	Am Wolfsberg 21, Moers, Deutschland	51.4587	6.65252
Am Wolfsberg 22	Am Wolfsberg 22	Am Wolfsberg 22, Moers, Deutschland	51.45855	6.6521
Am Wolfsberg 24	Am Wolfsberg 24	Am Wolfsberg 24, Moers, Deutschland	51.45849	6.65218
Am Wolfsberg 26	Am Wolfsberg 26	Am Wolfsberg 26, Moers, Deutschland	51.45809	6.65181
Am Wolfsberg 29	Am Wolfsberg 29	Am Wolfsberg 29, Moers, Deutschland	51.45816	6.65238
Am Wolfsberg 33	Am Wolfsberg 33	Am Wolfsberg 33, Moers, Deutschland	51.45796	6.65216
Am Wolfsberg 39	Am Wolfsberg 39	Am Wolfsberg 39, Moers, Deutschland	51.45771	6.65184
Am Wolfsberg 4	Am Wolfsberg 4	Am Wolfsberg 4, Moers, Deutschland	51.45968	6.65107
Am Wolfsberg 5	Am Wolfsberg 5	Am Wolfsberg 5, Moers, Deutschland	51.4595	6.65152
Am Wolfsberg 7	Am Wolfsberg 7	Am Wolfsberg 7, Moers, Deutschland	51.45942	6.65154
Am Wolfsberg ggü. Haus-Nr. 12	Am Wolfsberg 12	Am Wolfsberg 12, Moers, Deutschland	51.45907	6.65138
Am Wolfsberg ggü. Haus-Nr. 27	Am Wolfsberg 27	Am Wolfsberg 27, Moers, Deutschland	51.45829	6.6525
Am Wolfsberg ggü. Haus-Nr. 35	Am Wolfsberg 35	Am Wolfsberg 35, Moers, Deutschland	51.45789	6.65208
Am Wolfsberg ggü. Haus-Nr. 37	Am Wolfsberg 37	Am Wolfsberg 37, Moers, Deutschland	51.45778	6.65191
Am Wolfsberg in Höhe von Haus-Nr. 20	Am Wolfsberg 20	Am Wolfsberg 20, Moers, Deutschland	51.45866	6.65194
Amselstraße 6	Amselstraße 6	Amselstraße 6, Moers, Deutschland	51.49012	6.58848
An den Hornbuchen 5	An den Hornbuchen 5	An den Hornbuchen 5, Moers, Deutschland	51.48863	6.60457
An den Hornbuchen 9	An den Hornbuchen 9	An den Hornbuchen 9, Moers, Deutschland	51.48853	6.60411
An der Beeke 12	An der Beeke 12	An der Beeke 12, Moers, Deutschland	51.46213	6.65411
An der Beeke 14	An der Beeke 14	An der Beeke 14, Moers, Deutschland	51.46202	6.65419
An der Beeke 34	An der Beeke 34	An der Beeke 34, Moers, Deutschland	51.46051	6.65526
An der Berufsschule 10	An der Berufsschule 10	An der Berufsschule 10, Moers, Deutschland	51.44559	6.63713
An der Berufsschule ggü. Haus-Nr. 10	An der Berufsschule 10	An der Berufsschule 10, Moers, Deutschland	51.44559	6.63713
An der Berufsschule ggü. Haus-Nr. 6	An der Berufsschule 6	An der Berufsschule 6, Moers, Deutschland	51.44559	6.63663
An der Berufsschule ggü. Haus-Nr., Berufsschule	An der Berufsschule, Berufsschule	An der Berufsschule, Berufsschule, Moers, Deutschland	51.44559	6.63713
An der Berufsschule ggü. Haus-Nr., Garagen	An der Berufsschule, Garagen	An der Berufsschule, Garagen, Moers, Deutschland	51.44559	6.63713
An der Berufsschule ggü. Haus-Nr., Geg.Einf.PPL	An der Berufsschule, Geg.Einf.PPL	An der Berufsschule, Geg.Einf.PPL, Moers, Deutschland	51.44559	6.63713
An der Berufsschule ggü. Haus-Nr., Parkplatz	An der Berufsschule, Parkplatz	An der Berufsschule, Parkplatz, Moers, Deutschland	51.44559	6.63713
An der Berufsschule in Höhe von Haus-Nr. 10	An der Berufsschule 10	An der Berufsschule 10, Moers, Deutschland	51.44559	6.63713
An der Berufsschule in Höhe von Haus-Nr. 12	An der Berufsschule 12	An der Berufsschule 12, Moers, Deutschland	51.44574	6.63764
An der Berufsschule in Höhe von Haus-Nr. 1a	An der Berufsschule 1a	An der Berufsschule 1a, Moers, Deutschland	51.44578	6.63603
An der Berufsschule in Höhe von Haus-Nr. 2	An der Berufsschule 2	An der Berufsschule 2, Moers, Deutschland	51.44554	6.6362
An der Berufsschule in Höhe von Haus-Nr., Berufsschule	An der Berufsschule, Berufsschule	An der Berufsschule, Berufsschule, Moers, Deutschland	51.44559	6.63713
An der Berufsschule in Höhe von Haus-Nr., Imbiss	An der Berufsschule, Imbiss	An der Berufsschule, Imbiss, Moers, Deutschland	51.44559	6.63713
An der Berufsschule in Höhe von Haus-Nr., Parkplatz	An der Berufsschule, Parkplatz	An der Berufsschule, Parkplatz, Moers, Deutschland	51.44559	6.63713
An der Berufsschule neben Haus-Nr. 10	An der Berufsschule 10	An der Berufsschule 10, Moers, Deutschland	51.44559	6.63713
An der Berufsschule neben Haus-Nr., Parkplatz	An der Berufsschule, Parkplatz	An der Berufsschule, Parkplatz, Moers, Deutschland	51.44559	6.63713
An der Berufsschule, Berufsschule	An der Berufsschule, Berufsschule	An der Berufsschule, Berufsschule, Moers, Deutschland	51.44559	6.63713
An der Berufsschule, Ecke Xantenerstr.	An der Berufsschule, Ecke Xantenerstr.	An der Berufsschule, Ecke Xantenerstr., Moers, Deutschland	51.44559	6.63713
An der Berufsschule, Geg.Einf.PPL	An der Berufsschule, Geg.Einf.PPL	An der Berufsschule, Geg.Einf.PPL, Moers, Deutschland	51.44559	6.63713
An der Berufsschule, Parkplatz	An der Berufsschule, Parkplatz	An der Berufsschule, Parkplatz, Moers, Deutschland	51.44559	6.63713
An der Berufsschule, PpL	An der Berufsschule, PpL	An der Berufsschule, PpL, Moers, Deutschland	51.44559	6.63713
An der Halde 3	An der Halde 3	An der Halde 3, Moers, Deutschland	51.46734	6.64573
An der Halde 4	An der Halde 4	An der Halde 4, Moers, Deutschland	51.46719	6.64587
An der Sandkull	An der Sandkull	An der Sandkull, Moers, Deutschland	51.49151	6.60018
An der Sandkull 102	An der Sandkull 102	An der Sandkull 102, Moers, Deutschland	51.49135	6.60061
An der Sandkull 102, Kindergarten	An der Sandkull 102, Kindergarten	An der Sandkull 102, Kindergarten, Moers, Deutschland	51.49135	6.60061
An der Sandkull 104	An der Sandkull 104	An der Sandkull 104, Moers, Deutschland	51.49151	6.60018
An der Sandkull 110	An der Sandkull 110	An der Sandkull 110, Moers, Deutschland	51.49084	6.60185
An der Sandkull 78	An der Sandkull 78	An der Sandkull 78, Moers, Deutschland	51.49177	6.59897
An der Sandkull 78, Gegen Poller	An der Sandkull 78, Gegen Poller	An der Sandkull 78, Gegen Poller, Moers, Deutschland	51.49177	6.59897
An der Sandkull 89	An der Sandkull 89	An der Sandkull 89, Moers, Deutschland	51.49198	6.59961
An der Sandkull 93	An der Sandkull 93	An der Sandkull 93, Moers, Deutschland	51.49184	6.60009
An der Sandkull 94	An der Sandkull 94	An der Sandkull 94, Moers, Deutschland	51.49173	6.59952
An der Sandkull 99	An der Sandkull 99	An der Sandkull 99, Moers, Deutschland	51.49159	6.60069
An der Sandkull ggü. Haus-Nr. 101	An der Sandkull 101	An der Sandkull 101, Moers, Deutschland	51.49151	6.60087
An der Sandkull ggü. Haus-Nr. 114	An der Sandkull 114	An der Sandkull 114, Moers, Deutschland	51.49056	6.60217
An der Sandkull ggü. Haus-Nr. 71	An der Sandkull 71	An der Sandkull 71, Moers, Deutschland	51.49232	6.59761
An der Sandkull ggü. Haus-Nr. 71, Ecke Allmendestr.	An der Sandkull 71, Ecke Allmendestr.	An der Sandkull 71, Ecke Allmendestr., Moers, Deutschland	51.49232	6.59761
An der Sandkull ggü. Haus-Nr. 73	An der Sandkull 73	An der Sandkull 73, Moers, Deutschland	51.49232	6.59782
An der Sandkull ggü. Haus-Nr. 75	An der Sandkull 75	An der Sandkull 75, Moers, Deutschland	51.49233	6.59802
An der Sandkull ggü. Haus-Nr., Sparkasse	An der Sandkull, Sparkasse	An der Sandkull, Sparkasse, Moers, Deutschland	51.49151	6.60018
An der Sandkull hinter Haus-Nr. 66, Brücke	An der Sandkull  66, Brücke	An der Sandkull  66, Brücke, Moers, Deutschland	51.49211	6.59792
An der Sandkull in Höhe von Haus-Nr. 102	An der Sandkull 102	An der Sandkull 102, Moers, Deutschland	51.49135	6.60061
An der Sandkull in Höhe von Haus-Nr. 102, Kindergarten	An der Sandkull 102, Kindergarten	An der Sandkull 102, Kindergarten, Moers, Deutschland	51.49135	6.60061
An der Sandkull in Höhe von Haus-Nr. 106	An der Sandkull 106	An der Sandkull 106, Moers, Deutschland	51.49106	6.60111
An der Sandkull in Höhe von Haus-Nr. 108	An der Sandkull 108	An der Sandkull 108, Moers, Deutschland	51.49092	6.60145
An der Sandkull in Höhe von Haus-Nr. 114	An der Sandkull 114	An der Sandkull 114, Moers, Deutschland	51.49056	6.60217
An der Sandkull in Höhe von Haus-Nr. 114, Sparkasse	An der Sandkull 114, Sparkasse	An der Sandkull 114, Sparkasse, Moers, Deutschland	51.49056	6.60217
An der Sandkull in Höhe von Haus-Nr. 80	An der Sandkull 80	An der Sandkull 80, Moers, Deutschland	51.49161	6.59887
An der Sandkull in Höhe von Haus-Nr. 82	An der Sandkull 82	An der Sandkull 82, Moers, Deutschland	51.49146	6.59877
An der Sandkull in Höhe von Haus-Nr., sparkasse	An der Sandkull, sparkasse	An der Sandkull, sparkasse, Moers, Deutschland	51.49151	6.60018
An der Sandkull, Ecke Allmendestr.	An der Sandkull, Ecke Allmendestr.	An der Sandkull, Ecke Allmendestr., Moers, Deutschland	51.49151	6.60018
An der Sandkull, Ecke Lintforterstr.	An der Sandkull, Ecke Lintforterstr.	An der Sandkull, Ecke Lintforterstr., Moers, Deutschland	51.49151	6.60018
An der Sandkull, Parkplatz	An der Sandkull, Parkplatz	An der Sandkull, Parkplatz, Moers, Deutschland	51.49151	6.60018
An der Sandkull, sparkasse	An der Sandkull, sparkasse	An der Sandkull, sparkasse, Moers, Deutschland	51.49151	6.60018
An Hoffmanns Büschken 1	An Hoffmanns Büschken 1	An Hoffmanns Büschken 1, Moers, Deutschland	51.44832	6.60165
An Hoffmanns Büschken 3	An Hoffmanns Büschken 3	An Hoffmanns Büschken 3, Moers, Deutschland	51.44843	6.60149
An Hoffmanns Büschken 5	An Hoffmanns Büschken 5	An Hoffmanns Büschken 5, Moers, Deutschland	51.44856	6.60132
An Hoffmanns Büschken ggü. Haus-Nr. 5	An Hoffmanns Büschken 5	An Hoffmanns Büschken 5, Moers, Deutschland	51.44856	6.60132
Annastraße / C3 1	Annastraße / C3 1	Annastraße / C3 1, Moers, Deutschland	51.44755	6.64318
Annastraße / C3 11	Annastraße / C3 11	Annastraße / C3 11, Moers, Deutschland	51.44669	6.64298
Annastraße / C3 12	Annastraße / C3 12	Annastraße / C3 12, Moers, Deutschland	51.44692	6.64273
Annastraße / C3 16	Annastraße / C3 16	Annastraße / C3 16, Moers, Deutschland	51.44667	6.64265
Annastraße / C3 17	Annastraße / C3 17	Annastraße / C3 17, Moers, Deutschland	51.44634	6.64287
Annastraße / C3 18	Annastraße / C3 18	Annastraße / C3 18, Moers, Deutschland	51.4465	6.6426
Annastraße / C3 2	Annastraße / C3 2	Annastraße / C3 2, Moers, Deutschland	51.44765	6.64291
Annastraße / C3 21	Annastraße / C3 21	Annastraße / C3 21, Moers, Deutschland	51.44577	6.64264
Annastraße / C3 23	Annastraße / C3 23	Annastraße / C3 23, Moers, Deutschland	51.44568	6.64261
Annastraße / C3 25, Schräg vor	Annastraße / C3 25 vor	Annastraße / C3 25 vor, Moers, Deutschland	51.44558	6.64259
Annastraße / C3 5	Annastraße / C3 5	Annastraße / C3 5, Moers, Deutschland	51.44709	6.64309
Annastraße / C3 9	Annastraße / C3 9	Annastraße / C3 9, Moers, Deutschland	51.44684	6.64302
Annastraße / C3 ggü. Haus-Nr. 19	Annastraße / C3 19	Annastraße / C3 19, Moers, Deutschland	51.44618	6.6428
Annastraße / C3 ggü. Haus-Nr. 2	Annastraße / C3 2	Annastraße / C3 2, Moers, Deutschland	51.44765	6.64291
Annastraße / C3 ggü. Haus-Nr. 21	Annastraße / C3 21	Annastraße / C3 21, Moers, Deutschland	51.44577	6.64264
Annastraße / C3 ggü. Haus-Nr. 22	Annastraße / C3 22	Annastraße / C3 22, Moers, Deutschland	51.44624	6.64251
Annastraße / C3 ggü. Haus-Nr. 26	Annastraße / C3 26	Annastraße / C3 26, Moers, Deutschland	51.44571	6.64233
Annastraße / C3 ggü. Haus-Nr. 27	Annastraße / C3 27	Annastraße / C3 27, Moers, Deutschland	51.44532	6.64255
Annastraße / C3 ggü. Haus-Nr. 29	Annastraße / C3 29	Annastraße / C3 29, Moers, Deutschland	51.44463	6.64246
Annastraße / C3 ggü. Haus-Nr. 29, Schule	Annastraße / C3 29, Schule	Annastraße / C3 29, Schule, Moers, Deutschland	51.44463	6.64246
Annastraße / C3 ggü. Haus-Nr. 3	Annastraße / C3 3	Annastraße / C3 3, Moers, Deutschland	51.44718	6.64312
Annastraße / C3 ggü. Haus-Nr. 3, Ecke Antoniastr.	Annastraße / C3 3, Ecke Antoniastr.	Annastraße / C3 3, Ecke Antoniastr., Moers, Deutschland	51.44718	6.64312
Annastraße / C3 ggü. Haus-Nr. 4	Annastraße / C3 4	Annastraße / C3 4, Moers, Deutschland	51.4556	6.64495
Annastraße / C3 ggü. Haus-Nr. 9	Annastraße / C3 9	Annastraße / C3 9, Moers, Deutschland	51.44684	6.64302
Annastraße / C3 ggü. Haus-Nr., Ecke Antoniastr.	Annastraße / C3, Ecke Antoniastr.	Annastraße / C3, Ecke Antoniastr., Moers, Deutschland	51.44718	6.64312
Annastraße / C3 hinter Haus-Nr., Adam riese	Annastraße / C3 , Adam riese	Annastraße / C3 , Adam riese, Moers, Deutschland	51.44541	6.64367
Annastraße / C3 in Höhe von Haus-Nr. 1	Annastraße / C3 1	Annastraße / C3 1, Moers, Deutschland	51.44755	6.64318
Annastraße / C3 in Höhe von Haus-Nr. 10	Annastraße / C3 10	Annastraße / C3 10, Moers, Deutschland	51.44702	6.64276
Annastraße / C3 in Höhe von Haus-Nr. 11	Annastraße / C3 11	Annastraße / C3 11, Moers, Deutschland	51.44669	6.64298
Annastraße / C3 in Höhe von Haus-Nr. 12	Annastraße / C3 12	Annastraße / C3 12, Moers, Deutschland	51.44692	6.64273
Annastraße / C3 in Höhe von Haus-Nr. 14	Annastraße / C3 14	Annastraße / C3 14, Moers, Deutschland	51.44677	6.64268
Annastraße / C3 in Höhe von Haus-Nr. 15	Annastraße / C3 15	Annastraße / C3 15, Moers, Deutschland	51.44644	6.6429
Annastraße / C3 in Höhe von Haus-Nr. 16	Annastraße / C3 16	Annastraße / C3 16, Moers, Deutschland	51.44667	6.64265
Annastraße / C3 in Höhe von Haus-Nr. 17	Annastraße / C3 17	Annastraße / C3 17, Moers, Deutschland	51.44634	6.64287
Annastraße / C3 in Höhe von Haus-Nr. 17, Ecke Asberger	Annastraße / C3 17, Ecke Asberger	Annastraße / C3 17, Ecke Asberger, Moers, Deutschland	51.44634	6.64287
Annastraße / C3 in Höhe von Haus-Nr. 18	Annastraße / C3 18	Annastraße / C3 18, Moers, Deutschland	51.4465	6.6426
Annastraße / C3 in Höhe von Haus-Nr. 19	Annastraße / C3 19	Annastraße / C3 19, Moers, Deutschland	51.44618	6.6428
Annastraße / C3 in Höhe von Haus-Nr. 2	Annastraße / C3 2	Annastraße / C3 2, Moers, Deutschland	51.44765	6.64291
Annastraße / C3 in Höhe von Haus-Nr. 20	Annastraße / C3 20	Annastraße / C3 20, Moers, Deutschland	51.44641	6.64257
Annastraße / C3 in Höhe von Haus-Nr. 21	Annastraße / C3 21	Annastraße / C3 21, Moers, Deutschland	51.44577	6.64264
Annastraße / C3 in Höhe von Haus-Nr. 22	Annastraße / C3 22	Annastraße / C3 22, Moers, Deutschland	51.44624	6.64251
Annastraße / C3 in Höhe von Haus-Nr. 22, Ecke Asberger	Annastraße / C3 22, Ecke Asberger	Annastraße / C3 22, Ecke Asberger, Moers, Deutschland	51.44624	6.64251
Annastraße / C3 in Höhe von Haus-Nr. 23	Annastraße / C3 23	Annastraße / C3 23, Moers, Deutschland	51.44568	6.64261
Annastraße / C3 in Höhe von Haus-Nr. 25	Annastraße / C3 25	Annastraße / C3 25, Moers, Deutschland	51.44558	6.64259
Annastraße / C3 in Höhe von Haus-Nr. 26	Annastraße / C3 26	Annastraße / C3 26, Moers, Deutschland	51.44571	6.64233
Annastraße / C3 in Höhe von Haus-Nr. 27	Annastraße / C3 27	Annastraße / C3 27, Moers, Deutschland	51.44532	6.64255
Annastraße / C3 in Höhe von Haus-Nr. 29	Annastraße / C3 29	Annastraße / C3 29, Moers, Deutschland	51.44463	6.64246
Annastraße / C3 in Höhe von Haus-Nr. 29, Schule	Annastraße / C3 29, Schule	Annastraße / C3 29, Schule, Moers, Deutschland	51.44463	6.64246
Annastraße / C3 in Höhe von Haus-Nr. 29a	Annastraße / C3 29a	Annastraße / C3 29a, Moers, Deutschland	51.44481	6.64224
Annastraße / C3 in Höhe von Haus-Nr. 3	Annastraße / C3 3	Annastraße / C3 3, Moers, Deutschland	51.44718	6.64312
Annastraße / C3 in Höhe von Haus-Nr. 30	Annastraße / C3 30	Annastraße / C3 30, Moers, Deutschland	51.44527	6.64207
Annastraße / C3 in Höhe von Haus-Nr. 5	Annastraße / C3 5	Annastraße / C3 5, Moers, Deutschland	51.44709	6.64309
Annastraße / C3 in Höhe von Haus-Nr. 7	Annastraße / C3 7	Annastraße / C3 7, Moers, Deutschland	51.44694	6.64306
Annastraße / C3 in Höhe von Haus-Nr. 8	Annastraße / C3 8	Annastraße / C3 8, Moers, Deutschland	51.44712	6.64279
Annastraße / C3 in Höhe von Haus-Nr. 9	Annastraße / C3 9	Annastraße / C3 9, Moers, Deutschland	51.44684	6.64302
Annastraße / C3 in Höhe von Haus-Nr., 23	Annastraße / C3, 23	Annastraße / C3, 23, Moers, Deutschland	51.44568	6.64261
Annastraße / C3 in Höhe von Haus-Nr., Schule	Annastraße / C3, Schule	Annastraße / C3, Schule, Moers, Deutschland	51.44718	6.64312
Annastraße / C3 neben Haus-Nr., Schule	Annastraße / C3, Schule	Annastraße / C3, Schule, Moers, Deutschland	51.44718	6.64312
Annastraße / C3 vor Haus-Nr., Adam riese	Annastraße / C3 vor Haus-Nr., Adam riese	Annastraße / C3 vor Haus-Nr., Adam riese, Moers, Deutschland	51.44541	6.64367
Annastraße / C3, Ecke Antoniastr.	Annastraße / C3, Ecke Antoniastr.	Annastraße / C3, Ecke Antoniastr., Moers, Deutschland	51.44718	6.64312
Annastraße / C3, Ecke Asberger	Annastraße / C3, Ecke Asberger	Annastraße / C3, Ecke Asberger, Moers, Deutschland	51.44718	6.64312
Annastraße / C3, Ecke Martinstr.	Annastraße / C3, Ecke Martinstr.	Annastraße / C3, Ecke Martinstr., Moers, Deutschland	51.44718	6.64312
Annastraße / C3, Schule	Annastraße / C3, Schule	Annastraße / C3, Schule, Moers, Deutschland	51.44718	6.64312
Antoniastraße 22	Antoniastraße 22	Antoniastraße 22, Moers, Deutschland	51.44759	6.64185
Antoniastraße 22, Ecke Elenastr.	Antoniastraße 22, Ecke Elenastr.	Antoniastraße 22, Ecke Elenastr., Moers, Deutschland	51.44759	6.64185
Antoniastraße 28, Allgemeines Wohngebiet	Antoniastraße 28, Allgemeines Wohngebiet	Antoniastraße 28, Allgemeines Wohngebiet, Moers, Deutschland	51.44715	6.64151
Antoniastraße ggü. Haus-Nr. 28	Antoniastraße 28	Antoniastraße 28, Moers, Deutschland	51.44715	6.64151
Antoniastraße ggü. Haus-Nr. 28, Antoniastr	Antoniastraße 28, Antoniastr	Antoniastraße 28, Antoniastr, Moers, Deutschland	51.44715	6.64151
Antoniastraße ggü. Haus-Nr. 28, Mitte	Antoniastraße 28, Mitte	Antoniastraße 28, Mitte, Moers, Deutschland	51.44715	6.64151
Antoniastraße ggü. Haus-Nr. 30	Antoniastraße 30	Antoniastraße 30, Moers, Deutschland	51.44706	6.64149
Antoniastraße ggü. Haus-Nr. 32	Antoniastraße 32	Antoniastraße 32, Moers, Deutschland	51.44695	6.64168
Antoniastraße ggü. Haus-Nr. 32, Mitte	Antoniastraße 32, Mitte	Antoniastraße 32, Mitte, Moers, Deutschland	51.44695	6.64168
Antoniastraße ggü. Haus-Nr. 8	Antoniastraße 8	Antoniastraße 8, Moers, Deutschland	51.44715	6.64151
Antoniastraße in Höhe von Haus-Nr. 22	Antoniastraße 22	Antoniastraße 22, Moers, Deutschland	51.44759	6.64185
Antoniastraße in Höhe von Haus-Nr. 24	Antoniastraße 24	Antoniastraße 24, Moers, Deutschland	51.44741	6.64174
Antoniastraße in Höhe von Haus-Nr. 28	Antoniastraße 28	Antoniastraße 28, Moers, Deutschland	51.44715	6.64151
Antoniastraße in Höhe von Haus-Nr. 32	Antoniastraße 32	Antoniastraße 32, Moers, Deutschland	51.44695	6.64168
Antoniastraße in Höhe von Haus-Nr. 7	Antoniastraße 7	Antoniastraße 7, Moers, Deutschland	51.44736	6.6424
Antoniastraße, Ecke Annastr.	Antoniastraße, Ecke Annastr.	Antoniastraße, Ecke Annastr., Moers, Deutschland	51.44715	6.64151
Antoniastraße, Ecke Elenastr.	Antoniastraße, Ecke Elenastr.	Antoniastraße, Ecke Elenastr., Moers, Deutschland	51.44715	6.64151
Antoniusstraße	Antoniusstraße	Antoniusstraße, Moers, Deutschland	51.44113	6.65891
Antoniusstraße ggü. Haus-Nr. 34	Antoniusstraße 34	Antoniusstraße 34, Moers, Deutschland	51.44113	6.65891
Antoniusstraße ggü. Haus-Nr. 9	Antoniusstraße 9	Antoniusstraße 9, Moers, Deutschland	51.44077	6.65876
Antoniusstraße in Höhe von Haus-Nr. 7	Antoniusstraße 7	Antoniusstraße 7, Moers, Deutschland	51.44112	6.65914
